HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZ,
"✹  Dracothian Guard Concussors(1 model)",1,120 (-10),"Extremis Chamber, Cavalry","You can include 1 unit of thistype for each Lord-Celestant onDracoth in your army.",90 × 52mm
✹ Dracothian Guard Desolators,2,190 (-20),"Extremis Chamber, Cavalry",,90 × 52mm
"✹ Dracothian Guard Desolators(1 model)",1,110 (-10),"Extremis Chamber, Cavalry","You can include 1 unit of thistype for each Lord-Celestant onDracoth in your army.",90 × 52mm
✹  Dracothian Guard Fulminators,2,220 (-10),"Extremis Chamber, Cavalry",,90 × 52mm
"✹ Dracothian Guard Fulminators(1 model)",1,110 (-10),"Extremis Chamber, Cavalry","You can include 1 unit of thistype for each Lord-Celestant onDracoth in your army.",90 × 52mm
✹ Dracothian Guard Tempestors,2,180 (-10),"Extremis Chamber, Cavalry",,90 × 52mm
"✹  Dracothian Guard Tempestors(1 model)",1,100 (-10),"Extremis Chamber, Cavalry","You can include 1 unit of thistype for each Lord-Celestant onDracoth in your army.",90 × 52mm
Evocators,5,180,"Sacrosanct Chamber, Infantry","This unit will move toWarhammer Legends on1 June 2025.",40mm
Evocators on Celestial Dracolines,3,240,"Sacrosanct Chamber, Cavalry","This unit will move toWarhammer Legends on1 June 2025.",90 × 52mm
✹  Gryph-hounds,6,90 (+10),Beast,,40mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
"Judicators withBoltstorm Crossbows",5,160,"Warrior Chamber, Infantry","This unit will move toWarhammer Legends on1 June 2025.",40mm
Judicators with Skybolt Bows,5,140,"Warrior Chamber, Infantry","This unit will move toWarhammer Legends on1 June 2025.",40mm
✹ Liberators,5,100 (-10),"Warrior Chamber, Infantry",,40mm
Neave’s Companions,3,0,"Unique, Infantry","This unit can only be taken inNeave Blacktalon’s regiment.This unit cannot be reinforced.",40mm
Praetors,3,150,"Warrior Chamber, Infantry",,40mm
Prosecutors,3,140,"Ruination Chamber, Infantry",,40mm
Protectors,5,220,"Warrior Chamber, Infantry","This unit will move toWarhammer Legends on1 June 2025.",40mm
✹  Questor Soulsworn,6,220 (-10),"Warrior Chamber, Infantry",This unit cannot be reinforced.,40mm
Reclusians,3,140,"Ruination Chamber, Infantry",,40mm
✹  Retributors,5,170 (-10),"Warrior Chamber, Infantry","This unit will move toWarhammer Legends on1 June 2025.",40mm
Sequitors,5,170,"Sacrosanct Chamber, Infantry","This unit will move toWarhammer Legends on1 June 2025.",40mm
Stormcoven,3,210,"Warrior Chamber, Infantry",This unit cannot be reinforced.,40mm
✹  Stormdrake Guard,2,320 (-10),"Extremis Chamber, Monster",,105 × 70mm
✹  Stormdrake Guard (1 model),1,160 (-10),"Extremis Chamber, Monster","You can include 1 unit of thistype for each Knight-Draconisin your army.",105 × 70mm
✹ S tormstrike Chariot,1,140 (-10),"Warrior Chamber, War Machine",,120 × 92mm
✹  Stormstrike Palladors,3,190 (-20),"Warrior Chamber, Cavalry",,90 × 52mm
Vanguard-Hunters,5,120,"Vanguard Chamber, Infantry",,40mm
"✹ Vanguard-Palladors withShock Handaxes",3,250 (+20),"Vanguard Chamber, Cavalry",,75 × 42mm
"✹ Vanguard-Palladors withStarstrike Javelins",3,240 (+20),"Vanguard Chamber, Cavalry",,75 × 42mm
"Vanguard-Raptors withHurricane Crossbows",3,100,"Vanguard Chamber, Infantry",,40mm
"✹ Vanguard-Raptors withLongstrike Crossbows",3,200 (+20),"Vanguard Chamber, Infantry",,"60 × 35mm.Champion is40mm."
Vanquishers,5,110,"Warrior Chamber, Infantry",,40mm
Vigilors,5,130,"Warrior Chamber, Infantry",,40mm
Vindictors,5,100,"Warrior Chamber, Infantry",,40mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
Alarielle the Everqueen,1,680,"0-1 Forest Sentinel, Any Sylvaneth",,160mm
✹  Arch-Revenant,1,130 (-20),"Any Gossamid Archers, Any Kurnothi","This Hero can join an eligibleregiment as a Forest Sentinel.",40mm
"Belthanos, First Thorn of Kurnoth",1,350,Any Sylvaneth,,150 × 95mm
✹ Branchwych,1,110 (-10),Any Infantry,,32mm
✹ Drycha Hamadreth,1,240 (-50),Any Sylvaneth,,105 × 70mm
Spirit of Durthu,1,330,"0-1 Forest Sentinel, Any Sylvaneth",,105 × 70mm
✹ The Lady of Vines,1,250 (-30),Any Sylvaneth,,80mm
✹ Treelord,1,220 (-40),Any Sylvaneth,"This Hero can join an eligibleregiment as a Forest Sentinel.",105 × 70mm
✹ Treelord Ancient,1,240 (-40),"0-1 Forest Sentinel, Any Sylvaneth",,105 × 70mm
Warsong Revenant,1,200,Any Sylvaneth,,105 × 70mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹ Dryads,10,100 (-10),Infantry,,32mm
Gossamid Archers,5,120,Infantry,,32mm
"Kurnoth Hunters withKurnoth Greatbows",3,200,"Kurnothi, Infantry",,50mm
"Kurnoth Hunters withKurnoth Greatswords",3,220,"Kurnothi, Infantry",,50mm
"Kurnoth Hunters withKurnoth Scythe",3,200,"Kurnothi, Infantry",,50mm
Revenant Seekers,3,200,Cavalry,,60mm
✹  Spite-Revenants,5,80 (-30),Infantry,,32mm
Spiterider Lancers,3,210,Cavalry,,60mm
✹ The Twistweald,8,110 (-20),Infantry,This unit cannot be reinforced.,"40mm [1],32mm [4],28.5mm [3]"
Tree-Revenants,5,110,Infantry,,32mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
✹ Beastlord,1,170,"0-1 Herd Alpha, Any Beasts of Chaos","This Hero can join an eligibleregiment as a Herd Alpha.This unit will move toWarhammer Legends on1 June 2025.",40mm
✹ Doombull,1,170 (-10),"0-1 Herd Alpha, Any Beasts of Chaos","This Hero can join an eligibleregiment as a Herd Alpha.This unit will move toWarhammer Legends on1 June 2025.",50mm
✹ Dragon Ogor Shaggoth,1,220 (-20),"0-1 Herd Alpha, Any Beasts of Chaos","This unit will move toWarhammer Legends on1 June 2025.",90 × 52mm
✹ Great Bray-Shaman,1,130 (+10),"0-1 Herd Alpha, 0-1 Beast,Any Brayherd","This unit will move toWarhammer Legends on1 June 2025.",32mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Beasts of Chaos Chaos Spawn,1,70,Beast,"This unit will move toWarhammer Legends on1 June 2025.",50mm
✹  Bestigors,10,210 (+10),"Brayherd, Infantry","This unit will move toWarhammer Legends on1 June 2025.",32mm
✹ Bullgors,3,170 (-10),Infantry,"This unit will move toWarhammer Legends on1 June 2025.",50mm
✹ Centigors,5,170 (+10),"Brayherd, Cavalry","This unit will move toWarhammer Legends on1 June 2025.",60 × 35mm
Chaos Gargant,1,150,Monster,"This unit will move toWarhammer Legends on1 June 2025.",90 × 52mm
Chaos Warhounds,10,130,Beast,"This unit will move toWarhammer Legends on1 June 2025.",60 × 35mm
Chimera,1,200,Monster,"This unit will move toWarhammer Legends on1 June 2025.",120 × 92mm
Cockatrice,1,150,Beast,"This unit will move toWarhammer Legends on1 June 2025.",60mm
✹  Cygor,1,190 (-20),Monster,"This unit will move toWarhammer Legends on1 June 2025.",120 × 92mm
Dragon Ogors,3,220,Cavalry,"This unit will move toWarhammer Legends on1 June 2025.",90 × 52mm
✹ Ghorgon,1,200 (-20),Monster,"This unit will move toWarhammer Legends on1 June 2025.",120 × 92mm
✹ Gors,10,100 (-10),"Brayherd, Infantry","This unit will move toWarhammer Legends on1 June 2025.",32mm
✹ J abberslythe,1,190 (-20),Monster,"This unit will move toWarhammer Legends on1 June 2025.",120 × 92mm
✹  Razorgor,1,70 (-20),Beast,"This unit will move toWarhammer Legends on1 June 2025.",75 × 42mm
Tuskgor Chariots,1,110,"Brayherd, War Machine","This unit will move toWarhammer Legends on1 June 2025.",105 × 70mm
Ungor Raiders,10,90,"Brayherd, Infantry","This unit will move toWarhammer Legends on1 June 2025.",25mm
Ungors,10,80,"Brayherd, Infantry","This unit will move toWarhammer Legends on1 June 2025.",25mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZ,
✹  Aspiring Deathbringer,1,90 (-20),Any Bloodbound,"This Hero can join aneligible regiment as aBloodbound Warmonger.",40mm,
"Bloodmaster, Herald of Khorne",1,150,"0-1 Slaughter Seeker, Any Daemon",,40mm,
✹ Bloodsecrator,1,130 (-20),Any Bloodbound,"This Hero can join aneligible regiment as aBloodbound Warmonger.",32mm,
Bloodstoker,1,100,Any Bloodbound,"This Hero can join aneligible regiment as aBloodbound Warmonger.",40mm,
✹ Bloodthirster of Insensate Rage,1,470,"0-1 Slaughter Seeker, Any Daemon","This Hero can join an eligibleregiment as a Baleful Lord.",120 × 92m,
"✹  Bloodthirster of UnfetteredFury",1,440,"0-1 Slaughter Seeker, Any Daemon","This Hero can join an eligibleregiment as a Baleful Lord.",120 × 92m,
Exalted Deathbringer,1,120,Any Bloodbound,"This Hero can join aneligible regiment as aBloodbound Warmonger.",40mm,
"Herald of Khorne onBlood Throne",1,210,"0-1 Slaughter Seeker, Any Daemon",,120 × 92m,
✹  Karanak,1,110 (-10),"0-1 Mighty Lord of Khorne,Any Claws of Karanak,Any Flesh Hounds",,75 × 42mm,
Lord of Khorne on Juggernaut,1,220,Any Bloodbound,,90 × 52mm,
✹  Mighty Lord of Khorne,1,130 (-10),"Any Bloodbound Warmonger,0-1 Karanak,Any Blades of Khorne",,60mm,
Realmgore Ritualist,1,110,Any Bloodbound,,32mm,
✹  Skarbrand,1,470 (-20),"0-1 Slaughter Seeker,Any Blades of Khorne",,100mm,
Skarr Bloodwrath,1,150,Any Bloodbound,,40mm,
Skullgrinder,1,130,Any Bloodbound,"This Hero can join aneligible regiment as aBloodbound Warmonger.",40mm,
"✹ S kullmaster, Herald of Khorne",1,150 (-20),"Any Daemon Cavalry,Any War Machine",,90 × 52mm,
✹ S kulltaker,1,130 (-10),Any Daemon,"This Hero can join an eligibleregiment as a Slaughter Seeker.",40mm,
Slaughterpriest,1,160,Any Bloodbound,,40mm,
✹  Wrath of Khorne Bloodthirster,1,420,"0-1 Slaughter Seeker, 0-1 Baleful Lord,Any Daemon",,120 × 92m,
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Blood Warriors,10,210,"Bloodbound, Infantry",,32mm
✹ Bloodcrushers,3,180 (-20),"Daemon, Cavalry",,90 × 52mm
Bloodletters,10,200,"Daemon, Infantry",,32mm
Bloodreavers,10,100,"Bloodbound, Infantry",,32mm
Claws of Karanak,8,110,"Bloodbound, Infantry",This unit cannot be reinforced.,"60 × 35mm[1], 40mm [1],32mm [2],28.5mm [4]"
Flesh Hounds,5,110,"Daemon, Beast",,60 × 35mm
✹ Khorgorath,1,130 (-20),"Bloodbound, Monster",,90 × 52mm
✹ Mighty Skullcrushers,3,220 (-30),"Bloodbound, Cavalry",,90 × 52mm
Skull Cannon,1,170,"Daemon, War Machine",,120 × 92mm
Skullreapers,5,220,"Bloodbound, Infantry",,40mm
✹  Wrathmongers,5,120 (-20),"Bloodbound, Infantry",,40mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
"✹ Changecaster, Herald ofTzeentch",1,130 (+10),Any Daemon,"This Hero can join aneligible regiment as aTzeentchian Deceiver.",32mm
"Curseling, Eye of Tzeentch",1,150,Any Arcanite,"This Hero can join aneligible regiment as anArcanite Cabalist.",32mm
"✹  Fateskimmer, Herald ofTzeentch on Burning Chariot",1,140 (-30),"0-1 Tzeentchian Deceiver, Any Daemon",,120 × 92mm
✹ Gaunt Summoner,1,180 (+10),"0-1 Tzeentchian Deceiver,Any Disciples of Tzeentch",,40mm
"Gaunt Summoner onDisc of Tzeentch",1,230,"0-1 Tzeentchian Deceiver,Any Disciples of Tzeentch",,40mm
✹  Kairos Fateweaver,1,460 (+20),"0-1 Tzeentchian Deceiver,Any Disciples of Tzeentch",,100mm
✹ Lord of Change,1,400 (+20),"0-1 Tzeentchian Deceiver,Any Disciples of Tzeentch",,100mm
Magister,1,110,Any Arcanite,"This Hero can join aneligible regiment as anArcanite Cabalist.",32mm
✹ Magister on Disc of Tzeentch,1,130 (-10),"0-1 Arcanite Cabalist, Any Arcanite",,50mm
✹  Ogroid Thaumaturge,1,130 (-20),Any Arcanite,"This Hero can join aneligible regiment as anArcanite Cabalist.",50mm
✹ The Changeling,1,150 (+10),Any Daemon,"This Hero can join aneligible regiment as aTzeentchian Deceiver.",40mm
Tzaangor Shaman,1,160,"0-1 Arcanite Cabalist, Any Arcanite",,40mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
"✹  Blue Horrors andBrimstone Horrors",10,150 (+20),"Daemon, Infantry",,25mm
✹ Burning Chariot of Tzeentch,1,120 (-20),"Daemon, War Machine",,120 × 92mm
Chaos Spawn of Tzeentch,1,60,Beast,,50mm
✹ Exalted Flamer of Tzeentch,1,110 (-20),"Daemon, Infantry",,75 × 42mm
✹  Flamers of Tzeentch,3,130 (+10),"Daemon, Infantry",,32mm
Jade Obelisk,10,100,"Arcanite, Infantry",This unit cannot be reinforced.,"32mm [5],28.5mm [5]"
✹ Kairic Acolytes,10,90 (-10),"Arcanite, Infantry",,32mm
✹ Pink Horrors,10,170 (+20),"Daemon, Infantry",,32mm
✹ S creamers of Tzeentch,3,90 (-10),"Daemon, Beast",,32mm
Tzaangor Enlightened,3,90,"Arcanite, Infantry",,40mm
"✹ Tzaangor Enlightened onDiscs of Tzeentch",3,150 (-20),"Arcanite, Cavalry",,40mm
✹  Tzaangor Skyfires,3,180 (+10),"Arcanite, Cavalry",,40mm
Tzaangors,10,150,"Arcanite, Infantry",,32mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
"✹  Bladebringer, Herald onExalted Chariot",1,160 (-30),"0-1 Slaaneshi Beguiler,Any War Machine",,120 × 92mm
Contorted Epitome,1,180,"0-1 Slaaneshi Beguiler, Any Daemon",,75 × 42mm
"✹ Dexcessa, the Talon of Slaanesh",1,200 (-40),"0-1 Synessa or Slaaneshi Beguiler,Any Hedonites of Slaanesh","This Hero can joinSynessa’s regiment.",105 × 70mm
"Glutos Orscollion, Lordof Gluttony",1,470,"0-1 Dark Egotist, 0-1 Daemon,Any Sybarite",,170 × 105mm
"Infernal Enrapturess,Herald of Slaanesh",1,100,Any Daemon,"This Hero can join an eligibleregiment as a Slaaneshi Beguiler.",60 × 35mm
✹  Keeper of Secrets,1,420 (-20),"0-1 Slaaneshi Beguiler,Any Hedonites of Slaanesh",,100mm
✹ Lord of Hubris,1,140 (-20),Any Sybarite,"This Hero can join an eligibleregiment as a Dark Egotist.",40mm
✹  Lord of Pain,1,140 (-20),Any Sybarite,"This Hero can join an eligibleregiment as a Dark Egotist.",40mm
Shalaxi Helbane,1,490,"0-1 Slaaneshi Beguiler,Any Hedonites of Slaanesh",,100mm
Shardspeaker of Slaanesh,1,130,"0-1 Dark Egotist, Any Sybarite",,32mm
"✹ S igvald, Prince of Slaanesh",1,260,"0-1 Dark Egotist, 0-1 Daemon,Any Sybarite","This Hero can join an eligibleregiment as a Dark Egotist.",60mm
"Syll’Esske, the Vengeful Allegiance",1,220,"0-1 Slaaneshi Beguiler or Dark Egotist,Any Hedonites of Slaanesh",,50mm
"✹  Synessa, the Voice of Slaanesh",1,230 (-50),"0-1 Dexcessa or Slaaneshi Beguiler,Any Hedonites of Slaanesh","This Hero can joinDexcessa’s regiment.",105 × 70mm
✹  The Masque,1,140 (-10),Any Daemon,"This Hero can join an eligibleregiment as a Slaaneshi Beguiler.",32mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Blissbarb Archers,10,150,"Sybarite, Infantry",,"28.5mm [10],25mm [1]"
Blissbarb Seekers,5,160,"Sybarite, Cavalry",,75 × 42mm
✹ Daemonettes,10,100 (-10),"Daemon, Infantry",,25mm
Fiends,3,150,"Daemon, Beast",,75 × 42mm
Hellflayer,1,160,"Daemon, War Machine",,120 × 92mm
Hellstriders,5,150,"Sybarite, Cavalry",,60 × 35mm
✹ Myrmidesh Painbringers,5,120 (-10),"Sybarite, Infantry",,32mm
✹ S eeker Chariot,1,90 (-10),"Daemon, War Machine",,120 × 92mm
Seekers,5,140,"Daemon, Cavalry",,60 × 35mm
✹  Slaangor Fiendbloods,3,120 (-10),"Sybarite, Infantry",,40mm
Slickblade Seekers,5,190,"Sybarite, Cavalry",,75 × 42mm
Symbaresh Twinsouls,5,130,"Sybarite, Infantry",,32mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
Bloab Rotspawned,1,300,"0-1 Rotbringer Lord,Any Maggotkin of Nurgle",,100mm
Great Unclean One,1,480,"0-1 Plague Scion,Any Maggotkin of Nurgle",,130mm
Gutrot Spume,1,160,"0-1 Rotbringer Lord, Any Rotbringers",,40mm
✹ Harbinger of Decay,1,150 (-20),"0-1 Rotbringer Lord, Any Rotbringers",,75 × 42mm
Horticulous Slimux,1,150,Any Daemon,,105 × 70mm
Lord of Afflictions,1,220,"Any Plague Drones,Any Pusgoyle Blightlords",,60mm
✹ Lord of Blights,1,130 (-20),Any Rotbringers Infantry,"This Hero can join an eligibleregiment as a Rotbringer Lord.",40mm
✹  Lord of Plagues,1,130 (-20),Any Rotbringers Infantry,"This Hero can join an eligibleregiment as a Rotbringer Lord.",40mm
Morbidex Twiceborn,1,300,"0-1 Rotbringer Lord,Any Maggotkin of Nurgle",,100mm
Orghotts Daemonspew,1,320,"0-1 Rotbringer Lord,Any Maggotkin of Nurgle",,100mm
"Poxbringer, Herald of Nurgle",1,120,Any Daemon,"This Hero can join an eligibleregiment as a Plague Scion.",32mm
Rotbringer Sorcerer,1,120,"0-1 Rotbringer Lord, Any Rotbringers",,32mm
✹  Rotigus,1,460 (-20),"0-1 Plague Scion,Any Maggotkin of Nurgle",,130mm
"Sloppity Bilepiper,Herald of Nurgle",1,110,Any Daemon,"This Hero can join an eligibleregiment as a Plague Scion.",32mm
"Spoilpox Scrivener,Herald of Nurgle",1,100,Any Daemon,"This Hero can join an eligibleregiment as a Plague Scion.",40mm
✹  The Glottkin,1,510 (-20),"0-1 Rotbringer Lord,Any Maggotkin of Nurgle",,130mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹ Beasts of Nurgle,1,140 (-10),"Daemon, Beast",,60mm
Nurglings,3,100,"Daemon, Infantry",,40mm
Plague Drones,3,180,"Daemon, Cavalry",,60mm
Plaguebearers,10,140,"Daemon, Infantry",,32mm
Pusgoyle Blightlords,2,250,"Rotbringers, Cavalry",,60mm
Pusgoyle Blightlords (1 model),1,130,"Rotbringers, Cavalry","You can include 1 unit of thistype for each Lord of Afflictionsin your army.",60mm
Putrid Blightkings,5,190,"Rotbringers, Infantry",,40mm
Rotmire Creed,10,130,"Rotbringers, Infantry",This unit cannot be reinforced.,"32mm [2],28.5mm [2],25mm [6]"
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZE
Arch-Warlock,1,170,"0-1 Clanrats, Any Skryre",,32mm
✹ Clawlord,1,80 (-20),Any Verminus,"This Hero can join aVerminlord Warbringer’sregiment or an eligible regimentas a Skaven Overclaw.",32mm
✹  Clawlord on Gnaw-beast,1,130 (-30),Any Verminus,"This Hero can join aVerminlord Warbringer’sregiment or an eligible regimentas a Skaven Overclaw.",90 × 52mm
✹  Deathmaster,1,120 (-40),"0-1 Clanrats, Any Eshin","This Hero can join aVerminlord Deceiver’sregiment or an eligible regimentas a Skaven Overclaw.",32mm
Grey Seer,1,120,"0-1 Skaven Overclaw, Any Skaven",,32mm
Grey Seer on Screaming Bell,1,350,"0-1 Skaven Overclaw, Any Skaven",,120 × 92mm
✹  Krittok Foulblade,1,180 (-40),Any Verminus,,40mm
✹  Lord Skreech Verminking,1,410 (-20),"0-1 Skaven Overclaw, Any Skaven",,120 × 92mm
Master Moulder,1,100,"0-1 Clanrats, Any Moulder",,32mm
Plague Priest on Plague Furnace,1,340,"0-1 Clanrats, Any Pestilens",,120 × 92mm
Thanquol on Boneripper,1,360,"0-1 Skaven Overclaw, Any Skaven",,105 × 70mm
✹ Verminlord Corruptor,1,330 (-30),"0-1 Clanrats, Any Pestilens",,120 × 92mm
Verminlord Deceiver,1,410,"0-1 Clanrats, 0-1 Deathmaster, AnyEshin",,120 × 92mm
✹ Verminlord Warbringer,1,320 (-30),"0-1 Clawlord, Any Verminus",,120 × 92mm
Verminlord Warpseer,1,340,"0-1 Skaven Overclaw, Any Skaven",,120 × 92mm
"✹ Vizzik Skour, Prophet of theHorned Rat",1,400 (-50),"0-1 Skaven Overclaw, Any Skaven",,130mm
✹ Warlock Bombardier,1,110 (-10),"0-1 Clanrats, Any Skryre","This Hero can join an eligibleregiment as a Skaven Overclaw.",32mm
✹  Warlock Engineer,1,130 (-10),"0-1 Clanrats, Any Skryre","This Hero can join an eligibleregiment as a Skaven Overclaw.",32mm
✹ Warlock Galvaneer,1,140,"0-1 Clanrats, Any Skryre","This Hero can join an eligibleregiment as a Skaven Overclaw.",32mm
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
✹ Acolyte Globadiers,5,100 (-30),"Skryre, Infantry, Weapon Team","You cannot include more than1 Skryre Weapon Teamin a regiment led by anon-Skryre Hero.",28.5mm
✹ Brood Terror,1,260 (-40),"Moulder, Monster",,90mm
Clanrats,20,150,"Verminus, Infantry",,25mm
Doom-Flayers,2,130,"Skryre, War Machine","You cannot include more than1 Skryre War Machinein a regiment led by anon-Skryre Hero.",50mm
✹  Doomwheel,1,120 (-20),"Skryre, War Machine","You cannot include more than1 Skryre War Machinein a regiment led by anon-Skryre Hero.",105 × 70mm
✹ Hell Pit Abomination,1,240 (-30),"Moulder, Monster",,120 × 92mm
Night Runners,10,130,"Eshin, Infantry",,25mm
Plague Monks,20,140,"Pestilens, Infantry",,25mm
✹ Plagueclaw,1,120 (-20),"Pestilens, War Machine",,120 × 92mm
Plaguepack,5,140,"Pestilens, Infantry",,"32mm [1],28.5mm [1],25mm [4]"
UNITS,UNIT SIZE,POINTS,RELEVANT KEY WORDS,NOTES,BASE SIZE
Rat Ogors,3,160,"Moulder, Infantry",,50mm
✹  Ratling Guns,3,170 (+20),"Skryre, Infantry, Weapon Team","You cannot include more than1 Skryre Weapon Teamin a regiment led by anon-Skryre Hero.",60 × 35mm
✹ Ratling Warpblaster,1,150 (-30),"Skryre, War Machine","You cannot include more than1 Skryre War Machinein a regiment led by anon-Skryre Hero.",105 × 70mm
Stormfiends,3,260,"Skryre, Moulder, Infantry",,60mm
✹ S tormvermin,10,120 (-20),"Verminus, Infantry",,28.5mm
✹  Warp-Grinder,1,140 (-30),"Skryre, War Machine","You cannot include more than1 Skryre War Machinein a regiment led by anon-Skryre Hero.",90 × 52mm
✹ Warp Lightning Cannon,1,140 (-20),"Skryre, War Machine","You cannot include more than1 Skryre War Machinein a regiment led by anon-Skryre Hero.",120 × 92mm
Warpfire Throwers,3,140,"Skryre, Infantry, Weapon Team","You cannot include more than1 Skryre Weapon Teamin a regiment led by anon-Skryre Hero.",60 × 35mm
Warplock Jezzails,3,150,"Skryre, Infantry",,60 × 35mm
Warpvolt Scourgers,3,190,"Skryre, Infantry, Weapon Team","You cannot include more than1 Skryre Weapon Teamin a regiment led by anon-Skryre Hero.",60 × 35mm
HEROES,UNIT SIZE,POINTS,REGIMENT OPTIONS,NOTES,BASE SIZ,
"Abraxia, Spear of the Everchosen",1,340,"0-1 Ruinous Champion,Any Slaves to Darkness",,100mm,
"Archaon, the Everchosen",1,870,"0-1 Ruinous Champion,Any Slaves to Darkness",,160mm,
"Be’lakor, the Dark Master",1,440,"0-1 Eternus or Ruinous Champion,Any Slaves to Darkness",,100mm,
Centaurion Marshal,1,160,"0-1 Monster, Any Chaos Legionnaires,Any Daemon","This Hero can join aneligible regiment as aRuinous Champion.",80mm,
✹ Chaos Lord,1,100,"0-1 Ruinous Champion, 0-1 Monster,Any Warriors of Chaos","This Hero can join aneligible regiment as aRuinous Champion.",40mm,
"✹ Chaos Lord onDaemonic Mount",1,160 (-10),"0-1 Ruinous Champion, 0-1 Monster,Any Warriors of Chaos","This Hero can join aneligible regiment as aRuinous Champion.",90 × 52mm,
✹ Chaos Lord on Karkadrak,1,230,"0-1 Ruinous Champion, 0-1 Monster,Any Warriors of Chaos","This Hero can join aneligible regiment as aRuinous Champion.",90 × 52mm,
✹  Chaos Sorcerer Lord,1,120,"0-1 Ruinous Champion, 0-1 Monster,Any Warriors of Chaos",,40mm,
Daemon Prince,1,290,"0-1 Ruinous Champion,Any Slaves to Darkness",,60mm,
✹  Darkoath Chieftain,1,90 (-20),"0-1 Monster, Any Darkoath","This Hero can join an eligibleregiment as an Oathsworn.",32mm,
"✹ Darkoath Chieftainon Warsteed",1,130 (-20),"0-1 Oathsworn, 0-1 Monster,Any Darkoath","This Hero can join an eligibleregiment as an Oathsworn.",75 × 42mm,
Darkoath Warqueen,1,120,"0-1 Oathsworn, 0-1 Monster,Any Darkoath",,32mm,
"Eternus, Blade of the First Prince",1,200,"0-1 Monster, Any Chaos Furies,Any Chaos Legionnaires,Any Warriors of Chaos","This Hero can joinBe’lakor’s regiment.",90 × 52mm,
